station_type,station_code,year,month,coverage
precipitation,7003,2008,3,covered
precipitation,7003,2008,4,covered
precipitation,7003,2008,5,covered
precipitation,7003,2008,6,covered
precipitation,7003,2008,7,covered
precipitation,7003,2008,8,covered
precipitation,7003,2008,9,covered
precipitation,7003,2008,10,covered
precipitation,7003,2008,11,covered
precipitation,7003,2008,12,covered
precipitation,7003,2009,1,covered
precipitation,7003,2009,2,covered
precipitation,7003,2009,3,covered
precipitation,7003,2009,4,covered
precipitation,7003,2009,5,covered
precipitation,7003,2009,6,covered
precipitation,7003,2009,7,covered
precipitation,7003,2009,8,covered
precipitation,7003,2009,9,covered
precipitation,7003,2009,10,covered
precipitation,7003,2009,11,covered
precipitation,7003,2009,12,covered
precipitation,7003,2010,1,covered
precipitation,7003,2010,2,covered
precipitation,7003,2010,3,covered
precipitation,7003,2010,4,covered
precipitation,7003,2010,5,covered
precipitation,7003,2010,6,covered
precipitation,7003,2010,7,covered
precipitation,7003,2010,8,covered
precipitation,7003,2010,9,covered
precipitation,7003,2010,10,covered
precipitation,7003,2010,11,covered
precipitation,7003,2010,12,covered
precipitation,7003,2011,1,covered
precipitation,7003,2011,2,covered
precipitation,7003,2011,3,covered
precipitation,7003,2011,4,covered
precipitation,7003,2011,5,covered
precipitation,7003,2011,6,covered
precipitation,7003,2011,7,covered
precipitation,7003,2011,8,covered
precipitation,7003,2011,9,covered
precipitation,7003,2011,10,covered
precipitation,7003,2011,11,covered
precipitation,7003,2011,12,covered
precipitation,7003,2012,1,covered
precipitation,7003,2012,2,covered
precipitation,7003,2012,3,covered
precipitation,7003,2012,4,covered
precipitation,7003,2012,5,covered
precipitation,7003,2012,6,covered
precipitation,7003,2012,7,covered
precipitation,7003,2012,8,covered
precipitation,7003,2012,9,covered
precipitation,7003,2012,10,covered
precipitation,7003,2012,11,covered
precipitation,7003,2012,12,covered
precipitation,7003,2013,1,covered
precipitation,7003,2013,2,covered
precipitation,7003,2013,3,covered
precipitation,7003,2013,4,covered
precipitation,7003,2013,5,covered
precipitation,7003,2013,6,covered
precipitation,7003,2013,7,covered
precipitation,7003,2013,8,covered
precipitation,7003,2013,9,covered
precipitation,7003,2013,10,covered
precipitation,7003,2013,11,covered
precipitation,7003,2013,12,covered
precipitation,7003,2014,1,covered
precipitation,7003,2014,2,covered
precipitation,7003,2014,3,covered
precipitation,7003,2014,4,covered
precipitation,7003,2014,5,covered
precipitation,7003,2014,6,covered
precipitation,7003,2014,7,covered
precipitation,7003,2014,8,covered
precipitation,7003,2014,9,covered
precipitation,7003,2014,10,covered
precipitation,7003,2014,11,covered
precipitation,7003,2014,12,covered
precipitation,7003,2015,1,covered
precipitation,7003,2015,2,covered
precipitation,7003,2015,3,covered
precipitation,7003,2015,4,covered
precipitation,7003,2015,5,covered
precipitation,7003,2015,6,covered
precipitation,7003,2015,7,covered
precipitation,7003,2015,8,covered
precipitation,7003,2015,9,covered
precipitation,7003,2015,10,covered
precipitation,7003,2015,11,covered
precipitation,7003,2015,12,covered
precipitation,7003,2016,1,covered
precipitation,7003,2016,2,covered
precipitation,7003,2016,3,covered
precipitation,7003,2016,4,covered
precipitation,7003,2016,5,covered
precipitation,7003,2016,6,covered
precipitation,7003,2016,7,covered
precipitation,7003,2016,8,covered
precipitation,7003,2016,9,covered
precipitation,7003,2016,10,covered
precipitation,7003,2016,11,covered
precipitation,7003,2016,12,covered
precipitation,7003,2017,1,covered
precipitation,7003,2017,2,covered
precipitation,7003,2017,3,covered
precipitation,7003,2017,4,covered
precipitation,7003,2017,5,covered
precipitation,7003,2017,6,covered
precipitation,7003,2017,7,covered
precipitation,7003,2017,8,covered
precipitation,7003,2017,9,covered
precipitation,7003,2017,10,covered
precipitation,7003,2017,11,covered
precipitation,7003,2017,12,covered
precipitation,7003,2018,1,covered
precipitation,7003,2018,2,covered
precipitation,7003,2018,3,covered
precipitation,7003,2018,4,covered
precipitation,7003,2018,5,covered
precipitation,7003,2018,6,covered
precipitation,7003,2018,7,covered
precipitation,7003,2018,8,covered
precipitation,7003,2018,9,covered
precipitation,7003,2018,10,covered
precipitation,7003,2018,11,covered
precipitation,7003,2018,12,covered
precipitation,7003,2019,1,covered
precipitation,7003,2019,2,covered
precipitation,7003,2019,3,covered
precipitation,7003,2019,4,covered
precipitation,7003,2019,5,covered
precipitation,7003,2019,6,incomplete
precipitation,7016,2002,1,covered
precipitation,7016,2002,2,covered
precipitation,7016,2002,3,covered
precipitation,7016,2002,4,covered
precipitation,7016,2002,5,covered
precipitation,7016,2002,6,covered
precipitation,7016,2002,7,covered
precipitation,7016,2002,8,covered
precipitation,7016,2002,9,covered
precipitation,7016,2002,10,covered
precipitation,7016,2002,11,covered
precipitation,7016,2002,12,covered
precipitation,7016,2003,1,covered
precipitation,7016,2003,2,covered
precipitation,7016,2003,3,covered
precipitation,7016,2003,4,covered
precipitation,7016,2003,5,covered
precipitation,7016,2003,6,covered
precipitation,7016,2003,7,covered
precipitation,7016,2003,8,covered
precipitation,7016,2003,9,covered
precipitation,7016,2003,10,covered
precipitation,7016,2003,11,covered
precipitation,7016,2003,12,covered
precipitation,7016,2004,1,covered
precipitation,7016,2004,2,covered
precipitation,7016,2004,3,covered
precipitation,7016,2004,4,covered
precipitation,7016,2004,5,covered
precipitation,7016,2004,6,covered
precipitation,7016,2004,7,covered
precipitation,7016,2004,8,covered
precipitation,7016,2004,9,covered
precipitation,7016,2004,10,covered
precipitation,7016,2004,11,covered
precipitation,7016,2004,12,covered
precipitation,7016,2005,1,covered
precipitation,7016,2005,2,covered
precipitation,7016,2005,3,covered
precipitation,7016,2005,4,covered
precipitation,7016,2005,5,covered
precipitation,7016,2005,6,covered
precipitation,7016,2005,7,covered
precipitation,7016,2005,8,covered
precipitation,7016,2005,9,covered
precipitation,7016,2005,10,covered
precipitation,7016,2005,11,covered
precipitation,7016,2005,12,covered
precipitation,7016,2006,1,covered
precipitation,7016,2006,2,covered
precipitation,7016,2006,3,covered
precipitation,7016,2006,4,covered
precipitation,7016,2006,5,covered
precipitation,7016,2006,6,covered
precipitation,7016,2006,7,covered
precipitation,7016,2006,8,covered
precipitation,7016,2006,9,covered
precipitation,7016,2006,10,covered
precipitation,7016,2006,11,covered
precipitation,7016,2006,12,covered
precipitation,7016,2007,1,covered
precipitation,7016,2007,2,covered
precipitation,7016,2007,3,covered
precipitation,7016,2007,4,covered
precipitation,7016,2007,5,covered
precipitation,7016,2007,6,covered
precipitation,7016,2007,7,covered
precipitation,7016,2007,8,covered
precipitation,7016,2007,9,covered
precipitation,7016,2007,10,covered
precipitation,7016,2007,11,covered
precipitation,7016,2007,12,covered
precipitation,7016,2008,1,covered
precipitation,7016,2008,2,covered
precipitation,7016,2008,3,covered
precipitation,7016,2008,4,covered
precipitation,7016,2008,5,covered
precipitation,7016,2008,6,covered
precipitation,7016,2008,7,covered
precipitation,7016,2008,8,covered
precipitation,7016,2008,9,covered
precipitation,7016,2008,10,covered
precipitation,7016,2008,11,covered
precipitation,7016,2008,12,covered
precipitation,7016,2009,1,covered
precipitation,7016,2009,2,covered
precipitation,7016,2009,3,covered
precipitation,7016,2009,4,covered
precipitation,7016,2009,5,covered
precipitation,7016,2009,6,covered
precipitation,7016,2009,7,covered
precipitation,7016,2009,8,covered
precipitation,7016,2009,9,covered
precipitation,7016,2009,10,covered
precipitation,7016,2009,11,covered
precipitation,7016,2009,12,covered
precipitation,7016,2010,1,covered
precipitation,7016,2010,2,covered
precipitation,7016,2010,3,covered
precipitation,7016,2010,4,covered
precipitation,7016,2010,5,covered
precipitation,7016,2010,6,covered
precipitation,7016,2010,7,covered
precipitation,7016,2010,8,covered
precipitation,7016,2010,9,covered
precipitation,7016,2010,10,covered
precipitation,7016,2010,11,covered
precipitation,7016,2010,12,covered
precipitation,7016,2011,1,covered
precipitation,7016,2011,2,covered
precipitation,7016,2011,3,covered
precipitation,7016,2011,4,covered
precipitation,7016,2011,5,covered
precipitation,7016,2011,6,covered
precipitation,7016,2011,7,covered
precipitation,7016,2011,8,covered
precipitation,7016,2011,9,covered
precipitation,7016,2011,10,covered
precipitation,7016,2011,11,covered
precipitation,7016,2011,12,covered
precipitation,7016,2012,1,covered
precipitation,7016,2012,2,covered
precipitation,7016,2012,3,covered
precipitation,7016,2012,4,covered
precipitation,7016,2012,5,covered
precipitation,7016,2012,6,covered
precipitation,7016,2012,7,covered
precipitation,7016,2012,8,covered
precipitation,7016,2012,9,covered
precipitation,7016,2012,10,covered
precipitation,7016,2012,11,covered
precipitation,7016,2012,12,covered
precipitation,7016,2013,1,covered
precipitation,7016,2013,2,covered
precipitation,7016,2013,3,covered
precipitation,7016,2013,4,covered
precipitation,7016,2013,5,covered
precipitation,7016,2013,6,covered
precipitation,7016,2013,7,covered
precipitation,7016,2013,8,covered
precipitation,7016,2013,9,covered
precipitation,7016,2013,10,covered
precipitation,7016,2013,11,covered
precipitation,7016,2013,12,covered
precipitation,7016,2014,1,covered
precipitation,7016,2014,2,covered
precipitation,7016,2014,3,covered
precipitation,7016,2014,4,covered
precipitation,7016,2014,5,covered
precipitation,7016,2014,6,covered
precipitation,7016,2014,7,covered
precipitation,7016,2014,8,covered
precipitation,7016,2014,9,covered
precipitation,7016,2014,10,covered
precipitation,7016,2014,11,covered
precipitation,7016,2014,12,covered
precipitation,7016,2015,1,covered
precipitation,7016,2015,2,covered
precipitation,7016,2015,3,covered
precipitation,7016,2015,4,covered
precipitation,7016,2015,5,covered
precipitation,7016,2015,6,covered
precipitation,7016,2015,7,covered
precipitation,7016,2015,8,covered
precipitation,7016,2015,9,covered
precipitation,7016,2015,10,covered
precipitation,7016,2015,11,covered
precipitation,7016,2015,12,covered
precipitation,7016,2016,1,covered
precipitation,7016,2016,2,covered
precipitation,7016,2016,3,covered
precipitation,7016,2016,4,covered
precipitation,7016,2016,5,covered
precipitation,7016,2016,6,covered
precipitation,7016,2016,7,covered
precipitation,7016,2016,8,covered
precipitation,7016,2016,9,covered
precipitation,7016,2016,10,covered
precipitation,7016,2016,11,covered
precipitation,7016,2016,12,covered
precipitation,7016,2017,1,covered
precipitation,7016,2017,2,covered
precipitation,7016,2017,3,covered
precipitation,7016,2017,4,covered
precipitation,7016,2017,5,covered
precipitation,7016,2017,6,covered
precipitation,7016,2017,7,covered
precipitation,7016,2017,8,covered
precipitation,7016,2017,9,covered
precipitation,7016,2017,10,covered
precipitation,7016,2017,11,covered
precipitation,7016,2017,12,covered
precipitation,7016,2018,1,covered
precipitation,7016,2018,2,covered
precipitation,7016,2018,3,covered
precipitation,7016,2018,4,covered
precipitation,7016,2018,5,covered
precipitation,7016,2018,6,covered
precipitation,7016,2018,7,covered
precipitation,7016,2018,8,covered
precipitation,7016,2018,9,covered
precipitation,7016,2018,10,covered
precipitation,7016,2018,11,covered
precipitation,7016,2018,12,covered
precipitation,7016,2019,1,covered
precipitation,7016,2019,2,covered
precipitation,7016,2019,3,covered
precipitation,7016,2019,4,covered
precipitation,7016,2019,5,covered
precipitation,7016,2019,6,incomplete
precipitation,7018,2016,1,covered
precipitation,7018,2016,2,covered
precipitation,7018,2016,3,covered
precipitation,7018,2016,4,covered
precipitation,7018,2016,5,covered
precipitation,7018,2016,6,covered
precipitation,7018,2016,7,covered
precipitation,7018,2016,8,covered
precipitation,7018,2016,9,covered
precipitation,7018,2016,10,covered
precipitation,7018,2016,11,covered
precipitation,7018,2016,12,covered
precipitation,7018,2017,1,covered
precipitation,7018,2017,2,covered
precipitation,7018,2017,3,covered
precipitation,7018,2017,4,covered
precipitation,7018,2017,5,covered
precipitation,7018,2017,6,covered
precipitation,7018,2017,7,covered
precipitation,7018,2017,8,covered
precipitation,7018,2017,9,covered
precipitation,7018,2017,10,covered
precipitation,7018,2017,11,covered
precipitation,7018,2017,12,covered
precipitation,7018,2018,1,covered
precipitation,7018,2018,2,covered
precipitation,7018,2018,3,covered
precipitation,7018,2018,4,covered
precipitation,7018,2018,5,covered
precipitation,7018,2018,6,covered
precipitation,7018,2018,7,covered
precipitation,7018,2018,8,covered
precipitation,7018,2018,9,covered
precipitation,7018,2018,10,covered
precipitation,7018,2018,11,covered
precipitation,7018,2018,12,covered
precipitation,7018,2019,1,covered
precipitation,7018,2019,2,covered
precipitation,7018,2019,3,covered
precipitation,7018,2019,4,covered
precipitation,7018,2019,5,covered
precipitation,7018,2019,6,incomplete
precipitation,7048,2002,1,covered
precipitation,7048,2002,2,covered
precipitation,7048,2002,3,covered
precipitation,7048,2002,4,covered
precipitation,7048,2002,5,covered
precipitation,7048,2002,6,covered
precipitation,7048,2002,7,covered
precipitation,7048,2002,8,covered
precipitation,7048,2002,9,covered
precipitation,7048,2002,10,covered
precipitation,7048,2002,11,covered
precipitation,7048,2002,12,covered
precipitation,7048,2003,1,covered
precipitation,7048,2003,2,covered
precipitation,7048,2003,3,covered
precipitation,7048,2003,4,covered
precipitation,7048,2003,5,covered
precipitation,7048,2003,6,covered
precipitation,7048,2003,7,covered
precipitation,7048,2003,8,covered
precipitation,7048,2003,9,covered
precipitation,7048,2003,10,covered
precipitation,7048,2003,11,covered
precipitation,7048,2003,12,covered
precipitation,7048,2004,1,covered
precipitation,7048,2004,2,covered
precipitation,7048,2004,3,covered
precipitation,7048,2004,4,covered
precipitation,7048,2004,5,covered
precipitation,7048,2004,6,covered
precipitation,7048,2004,7,covered
precipitation,7048,2004,8,covered
precipitation,7048,2004,9,covered
precipitation,7048,2004,10,covered
precipitation,7048,2004,11,covered
precipitation,7048,2004,12,covered
precipitation,7048,2005,1,covered
precipitation,7048,2005,2,covered
precipitation,7048,2005,3,covered
precipitation,7048,2005,4,covered
precipitation,7048,2005,5,covered
precipitation,7048,2005,6,covered
precipitation,7048,2005,7,covered
precipitation,7048,2005,8,covered
precipitation,7048,2005,9,covered
precipitation,7048,2005,10,covered
precipitation,7048,2005,11,covered
precipitation,7048,2005,12,covered
precipitation,7048,2006,1,covered
precipitation,7048,2006,2,covered
precipitation,7048,2006,3,covered
precipitation,7048,2006,4,covered
precipitation,7048,2006,5,covered
precipitation,7048,2006,6,covered
precipitation,7048,2006,7,covered
precipitation,7048,2006,8,covered
precipitation,7048,2006,9,covered
precipitation,7048,2006,10,covered
precipitation,7048,2006,11,covered
precipitation,7048,2006,12,covered
precipitation,7048,2007,1,covered
precipitation,7048,2007,2,covered
precipitation,7048,2007,3,covered
precipitation,7048,2007,4,covered
precipitation,7048,2007,5,covered
precipitation,7048,2007,6,covered
precipitation,7048,2007,7,covered
precipitation,7048,2007,8,covered
precipitation,7048,2007,9,covered
precipitation,7048,2007,10,covered
precipitation,7048,2007,11,covered
precipitation,7048,2007,12,covered
precipitation,7048,2008,1,covered
precipitation,7048,2008,2,covered
precipitation,7048,2008,3,covered
precipitation,7048,2008,4,covered
precipitation,7048,2008,5,covered
precipitation,7048,2008,6,covered
precipitation,7048,2008,7,covered
precipitation,7048,2008,8,covered
precipitation,7048,2008,9,covered
precipitation,7048,2008,10,covered
precipitation,7048,2008,11,covered
precipitation,7048,2008,12,covered
precipitation,7048,2009,1,covered
precipitation,7048,2009,2,covered
precipitation,7048,2009,3,covered
precipitation,7048,2009,4,covered
precipitation,7048,2009,5,covered
precipitation,7048,2009,6,covered
precipitation,7048,2009,7,covered
precipitation,7048,2009,8,covered
precipitation,7048,2009,9,covered
precipitation,7048,2009,10,covered
precipitation,7048,2009,11,covered
precipitation,7048,2009,12,covered
precipitation,7048,2010,1,covered
precipitation,7048,2010,2,covered
precipitation,7048,2010,3,covered
precipitation,7048,2010,4,covered
precipitation,7048,2010,5,covered
precipitation,7048,2010,6,covered
precipitation,7048,2010,7,covered
precipitation,7048,2010,8,covered
precipitation,7048,2010,9,covered
precipitation,7048,2010,10,covered
precipitation,7048,2010,11,covered
precipitation,7048,2010,12,covered
precipitation,7048,2011,1,covered
precipitation,7048,2011,2,covered
precipitation,7048,2011,3,covered
precipitation,7048,2011,4,covered
precipitation,7048,2011,5,covered
precipitation,7048,2011,6,covered
precipitation,7048,2011,7,covered
precipitation,7048,2011,8,covered
precipitation,7048,2011,9,covered
precipitation,7048,2011,10,covered
precipitation,7048,2011,11,covered
precipitation,7048,2011,12,covered
precipitation,7048,2012,1,covered
precipitation,7048,2012,2,covered
precipitation,7048,2012,3,covered
precipitation,7048,2012,4,covered
precipitation,7048,2012,5,covered
precipitation,7048,2012,6,covered
precipitation,7048,2012,7,covered
precipitation,7048,2012,8,covered
precipitation,7048,2012,9,covered
precipitation,7048,2012,10,covered
precipitation,7048,2012,11,covered
precipitation,7048,2012,12,covered
precipitation,7048,2013,1,covered
precipitation,7048,2013,2,covered
precipitation,7048,2013,3,covered
precipitation,7048,2013,4,covered
precipitation,7048,2013,5,covered
precipitation,7048,2013,6,covered
precipitation,7048,2013,7,covered
precipitation,7048,2013,8,covered
precipitation,7048,2013,9,covered
precipitation,7048,2013,10,covered
precipitation,7048,2013,11,covered
precipitation,7048,2013,12,covered
precipitation,7048,2014,1,covered
precipitation,7048,2014,2,covered
precipitation,7048,2014,3,covered
precipitation,7048,2014,4,covered
precipitation,7048,2014,5,covered
precipitation,7048,2014,6,covered
precipitation,7048,2014,7,covered
precipitation,7048,2014,8,covered
precipitation,7048,2014,9,covered
precipitation,7048,2014,10,covered
precipitation,7048,2014,11,covered
precipitation,7048,2014,12,covered
precipitation,7048,2015,1,covered
precipitation,7048,2015,2,covered
precipitation,7048,2015,3,covered
precipitation,7048,2015,4,covered
precipitation,7048,2015,5,covered
precipitation,7048,2015,6,covered
precipitation,7048,2015,7,covered
precipitation,7048,2015,8,covered
precipitation,7048,2015,9,covered
precipitation,7048,2015,10,covered
precipitation,7048,2015,11,covered
precipitation,7048,2015,12,covered
precipitation,7048,2016,1,covered
precipitation,7048,2016,2,covered
precipitation,7048,2016,3,covered
precipitation,7048,2016,4,covered
precipitation,7048,2016,5,covered
precipitation,7048,2016,6,covered
precipitation,7048,2016,7,covered
precipitation,7048,2016,8,covered
precipitation,7048,2016,9,covered
precipitation,7048,2016,10,covered
precipitation,7048,2016,11,covered
precipitation,7048,2016,12,covered
precipitation,7048,2017,1,covered
precipitation,7048,2017,2,covered
precipitation,7048,2017,3,covered
precipitation,7048,2017,4,covered
precipitation,7048,2017,5,covered
precipitation,7048,2017,6,covered
precipitation,7048,2017,7,covered
precipitation,7048,2017,8,covered
precipitation,7048,2017,9,covered
precipitation,7048,2017,10,covered
precipitation,7048,2017,11,covered
precipitation,7048,2017,12,covered
precipitation,7048,2018,1,covered
precipitation,7048,2018,2,covered
precipitation,7048,2018,3,covered
precipitation,7048,2018,4,covered
precipitation,7048,2018,5,covered
precipitation,7048,2018,6,covered
precipitation,7048,2018,7,covered
precipitation,7048,2018,8,covered
precipitation,7048,2018,9,covered
precipitation,7048,2018,10,covered
precipitation,7048,2018,11,covered
precipitation,7048,2018,12,covered
precipitation,7048,2019,1,covered
precipitation,7048,2019,2,covered
precipitation,7048,2019,3,covered
precipitation,7048,2019,4,covered
precipitation,7048,2019,5,covered
precipitation,7048,2019,6,incomplete
precipitation,7068,2002,1,covered
precipitation,7068,2002,2,covered
precipitation,7068,2002,3,covered
precipitation,7068,2002,4,covered
precipitation,7068,2002,5,covered
precipitation,7068,2002,6,covered
precipitation,7068,2002,7,covered
precipitation,7068,2002,8,covered
precipitation,7068,2002,9,covered
precipitation,7068,2002,10,covered
precipitation,7068,2002,11,covered
precipitation,7068,2002,12,covered
precipitation,7068,2003,1,covered
precipitation,7068,2003,2,covered
precipitation,7068,2003,3,covered
precipitation,7068,2003,4,covered
precipitation,7068,2003,5,covered
precipitation,7068,2003,6,covered
precipitation,7068,2003,7,covered
precipitation,7068,2003,8,covered
precipitation,7068,2003,9,covered
precipitation,7068,2003,10,covered
precipitation,7068,2003,11,covered
precipitation,7068,2003,12,covered
precipitation,7068,2004,1,covered
precipitation,7068,2004,2,covered
precipitation,7068,2004,3,covered
precipitation,7068,2004,4,covered
precipitation,7068,2004,5,covered
precipitation,7068,2004,6,covered
precipitation,7068,2004,7,covered
precipitation,7068,2004,8,covered
precipitation,7068,2004,9,covered
precipitation,7068,2004,10,covered
precipitation,7068,2004,11,covered
precipitation,7068,2004,12,covered
precipitation,7068,2005,1,covered
precipitation,7068,2005,2,covered
precipitation,7068,2005,3,covered
precipitation,7068,2005,4,covered
precipitation,7068,2005,5,covered
precipitation,7068,2005,6,covered
precipitation,7068,2005,7,covered
precipitation,7068,2005,8,covered
precipitation,7068,2005,9,covered
precipitation,7068,2005,10,covered
precipitation,7068,2005,11,covered
precipitation,7068,2005,12,covered
precipitation,7068,2006,1,covered
precipitation,7068,2006,2,covered
precipitation,7068,2006,3,covered
precipitation,7068,2006,4,covered
precipitation,7068,2006,5,covered
precipitation,7068,2006,6,covered
precipitation,7068,2006,7,covered
precipitation,7068,2006,8,covered
precipitation,7068,2006,9,covered
precipitation,7068,2006,10,covered
precipitation,7068,2006,11,covered
precipitation,7068,2006,12,covered
precipitation,7068,2007,1,covered
precipitation,7068,2007,2,covered
precipitation,7068,2007,3,covered
precipitation,7068,2007,4,covered
precipitation,7068,2007,5,covered
precipitation,7068,2007,6,covered
precipitation,7068,2007,7,covered
precipitation,7068,2007,8,covered
precipitation,7068,2007,9,covered
precipitation,7068,2007,10,covered
precipitation,7068,2007,11,covered
precipitation,7068,2007,12,covered
precipitation,7068,2008,1,covered
precipitation,7068,2008,2,covered
precipitation,7068,2008,3,covered
precipitation,7068,2008,4,covered
precipitation,7068,2008,5,covered
precipitation,7068,2008,6,covered
precipitation,7068,2008,7,covered
precipitation,7068,2008,8,covered
precipitation,7068,2008,9,covered
precipitation,7068,2008,10,covered
precipitation,7068,2008,11,covered
precipitation,7068,2008,12,covered
precipitation,7068,2009,1,covered
precipitation,7068,2009,2,covered
precipitation,7068,2009,3,covered
precipitation,7068,2009,4,covered
precipitation,7068,2009,5,covered
precipitation,7068,2009,6,covered
precipitation,7068,2009,7,covered
precipitation,7068,2009,8,covered
precipitation,7068,2009,9,covered
precipitation,7068,2009,10,covered
precipitation,7068,2009,11,covered
precipitation,7068,2009,12,covered
precipitation,7068,2010,1,covered
precipitation,7068,2010,2,covered
precipitation,7068,2010,3,covered
precipitation,7068,2010,4,covered
precipitation,7068,2010,5,covered
precipitation,7068,2010,6,covered
precipitation,7068,2010,7,covered
precipitation,7068,2010,8,covered
precipitation,7068,2010,9,covered
precipitation,7068,2010,10,covered
precipitation,7068,2010,11,covered
precipitation,7068,2010,12,covered
precipitation,7068,2011,1,covered
precipitation,7068,2011,2,covered
precipitation,7068,2011,3,covered
precipitation,7068,2011,4,covered
precipitation,7068,2011,5,covered
precipitation,7068,2011,6,covered
precipitation,7068,2011,7,covered
precipitation,7068,2011,8,covered
precipitation,7068,2011,9,covered
precipitation,7068,2011,10,covered
precipitation,7068,2011,11,covered
precipitation,7068,2011,12,covered
precipitation,7068,2012,1,covered
precipitation,7068,2012,2,covered
precipitation,7068,2012,3,covered
precipitation,7068,2012,4,covered
precipitation,7068,2012,5,covered
precipitation,7068,2012,6,covered
precipitation,7068,2012,7,covered
precipitation,7068,2012,8,covered
precipitation,7068,2012,9,covered
precipitation,7068,2012,10,covered
precipitation,7068,2012,11,covered
precipitation,7068,2012,12,covered
precipitation,7068,2013,1,covered
precipitation,7068,2013,2,covered
precipitation,7068,2013,3,covered
precipitation,7068,2013,4,covered
precipitation,7068,2013,5,covered
precipitation,7068,2013,6,covered
precipitation,7068,2013,7,covered
precipitation,7068,2013,8,covered
precipitation,7068,2013,9,covered
precipitation,7068,2013,10,covered
precipitation,7068,2013,11,covered
precipitation,7068,2013,12,covered
precipitation,7068,2014,1,covered
precipitation,7068,2014,2,covered
precipitation,7068,2014,3,covered
precipitation,7068,2014,4,covered
precipitation,7068,2014,5,covered
precipitation,7068,2014,6,covered
precipitation,7068,2014,7,covered
precipitation,7068,2014,8,covered
precipitation,7068,2014,9,covered
precipitation,7068,2014,10,covered
precipitation,7068,2014,11,covered
precipitation,7068,2014,12,covered
precipitation,7068,2015,1,covered
precipitation,7068,2015,2,covered
precipitation,7068,2015,3,covered
precipitation,7068,2015,4,covered
precipitation,7068,2015,5,covered
precipitation,7068,2015,6,covered
precipitation,7068,2015,7,covered
precipitation,7068,2015,8,covered
precipitation,7068,2015,9,covered
precipitation,7068,2015,10,covered
precipitation,7068,2015,11,covered
precipitation,7068,2015,12,covered
precipitation,7068,2016,1,covered
precipitation,7068,2016,2,covered
precipitation,7068,2016,3,covered
precipitation,7068,2016,4,covered
precipitation,7068,2016,5,covered
precipitation,7068,2016,6,covered
precipitation,7068,2016,7,covered
precipitation,7068,2016,8,covered
precipitation,7068,2016,9,covered
precipitation,7068,2016,10,covered
precipitation,7068,2016,11,covered
precipitation,7068,2016,12,covered
precipitation,7068,2017,1,covered
precipitation,7068,2017,2,covered
precipitation,7068,2017,3,covered
precipitation,7068,2017,4,covered
precipitation,7068,2017,5,covered
precipitation,7068,2017,6,covered
precipitation,7068,2017,7,covered
precipitation,7068,2017,8,covered
precipitation,7068,2017,9,covered
precipitation,7068,2017,10,covered
precipitation,7068,2017,11,covered
precipitation,7068,2017,12,covered
precipitation,7068,2018,1,covered
precipitation,7068,2018,2,covered
precipitation,7068,2018,3,covered
precipitation,7068,2018,4,covered
precipitation,7068,2018,5,covered
precipitation,7068,2018,6,covered
precipitation,7068,2018,7,covered
precipitation,7068,2018,8,covered
precipitation,7068,2018,9,covered
precipitation,7068,2018,10,covered
precipitation,7068,2018,11,covered
precipitation,7068,2018,12,covered
precipitation,7068,2019,1,covered
precipitation,7068,2019,2,covered
precipitation,7068,2019,3,covered
precipitation,7068,2019,4,covered
precipitation,7068,2019,5,covered
precipitation,7068,2019,6,incomplete
precipitation,7087,2002,1,covered
precipitation,7087,2002,2,covered
precipitation,7087,2002,3,covered
precipitation,7087,2002,4,covered
precipitation,7087,2002,5,covered
precipitation,7087,2002,6,covered
precipitation,7087,2002,7,covered
precipitation,7087,2002,8,covered
precipitation,7087,2002,9,covered
precipitation,7087,2002,10,covered
precipitation,7087,2002,11,covered
precipitation,7087,2002,12,covered
precipitation,7087,2003,1,covered
precipitation,7087,2003,2,covered
precipitation,7087,2003,3,covered
precipitation,7087,2003,4,covered
precipitation,7087,2003,5,covered
precipitation,7087,2003,6,covered
precipitation,7087,2003,7,covered
precipitation,7087,2003,8,covered
precipitation,7087,2003,9,covered
precipitation,7087,2003,10,covered
precipitation,7087,2003,11,covered
precipitation,7087,2003,12,covered
precipitation,7087,2004,1,covered
precipitation,7087,2004,2,covered
precipitation,7087,2004,3,covered
precipitation,7087,2004,4,covered
precipitation,7087,2004,5,covered
precipitation,7087,2004,6,covered
precipitation,7087,2004,7,covered
precipitation,7087,2004,8,covered
precipitation,7087,2004,9,covered
precipitation,7087,2004,10,covered
precipitation,7087,2004,11,covered
precipitation,7087,2004,12,covered
precipitation,7087,2005,1,covered
precipitation,7087,2005,2,covered
precipitation,7087,2005,3,covered
precipitation,7087,2005,4,covered
precipitation,7087,2005,5,covered
precipitation,7087,2005,6,covered
precipitation,7087,2005,7,covered
precipitation,7087,2005,8,covered
precipitation,7087,2005,9,covered
precipitation,7087,2005,10,covered
precipitation,7087,2005,11,covered
precipitation,7087,2005,12,covered
precipitation,7087,2006,1,covered
precipitation,7087,2006,2,covered
precipitation,7087,2006,3,covered
precipitation,7087,2006,4,covered
precipitation,7087,2006,5,covered
precipitation,7087,2006,6,covered
precipitation,7087,2006,7,covered
precipitation,7087,2006,8,covered
precipitation,7087,2006,9,covered
precipitation,7087,2006,10,covered
precipitation,7087,2006,11,covered
precipitation,7087,2006,12,covered
precipitation,7087,2007,1,covered
precipitation,7087,2007,2,covered
precipitation,7087,2007,3,covered
precipitation,7087,2007,4,covered
precipitation,7087,2007,5,covered
