,coverage,month,station_code,station_type,year
18360,bare,1,6946,debit,2017
18361,bare,2,6946,debit,2017
18362,bare,3,6946,debit,2017
18363,bare,4,6946,debit,2017
18364,bare,5,6946,debit,2017
18365,bare,6,6946,debit,2017
18366,bare,7,6946,debit,2017
18367,bare,8,6946,debit,2017
18368,bare,9,6946,debit,2017
18369,bare,10,6946,debit,2017
18370,bare,11,6946,debit,2017
18371,bare,12,6946,debit,2017
18372,bare,1,6946,debit,2018
18373,bare,2,6946,debit,2018
18374,bare,3,6946,debit,2018
18375,bare,4,6946,debit,2018
18376,bare,5,6946,debit,2018
18377,bare,6,6946,debit,2018
18378,bare,7,6946,debit,2018
18379,bare,8,6946,debit,2018
18380,bare,9,6946,debit,2018
18381,bare,10,6946,debit,2018
18382,bare,11,6946,debit,2018
18383,bare,12,6946,debit,2018
18384,bare,1,6946,debit,2019
18385,bare,2,6946,debit,2019
18386,bare,3,6946,debit,2019
18387,bare,4,6946,debit,2019
18388,bare,5,6946,debit,2019
18389,bare,6,6946,debit,2019
18390,bare,1,6971,debit,1997
18391,bare,2,6971,debit,1997
18392,bare,3,6971,debit,1997
18393,bare,4,6971,debit,1997
18394,bare,5,6971,debit,1997
18395,bare,6,6971,debit,1997
18396,bare,7,6971,debit,1997
18397,bare,8,6971,debit,1997
18398,bare,9,6971,debit,1997
18399,bare,10,6971,debit,1997
18400,bare,11,6971,debit,1997
18401,bare,12,6971,debit,1997
18402,bare,1,6971,debit,1998
18403,bare,2,6971,debit,1998
18404,bare,3,6971,debit,1998
18405,bare,4,6971,debit,1998
18406,bare,5,6971,debit,1998
18407,bare,6,6971,debit,1998
18408,bare,7,6971,debit,1998
18409,bare,8,6971,debit,1998
18410,bare,9,6971,debit,1998
18411,bare,10,6971,debit,1998
18412,bare,11,6971,debit,1998
18413,bare,12,6971,debit,1998
18414,bare,1,6971,debit,1999
18415,bare,2,6971,debit,1999
18416,bare,3,6971,debit,1999
18417,bare,4,6971,debit,1999
18418,bare,5,6971,debit,1999
18419,bare,6,6971,debit,1999
18420,bare,7,6971,debit,1999
18421,bare,8,6971,debit,1999
18422,bare,9,6971,debit,1999
18423,bare,10,6971,debit,1999
18424,bare,11,6971,debit,1999
18425,bare,12,6971,debit,1999
18426,bare,1,6971,debit,2000
18427,bare,2,6971,debit,2000
18428,bare,3,6971,debit,2000
18429,bare,4,6971,debit,2000
18430,bare,5,6971,debit,2000
18431,bare,6,6971,debit,2000
18432,bare,7,6971,debit,2000
18433,bare,8,6971,debit,2000
18434,bare,9,6971,debit,2000
18435,bare,10,6971,debit,2000
18436,bare,11,6971,debit,2000
18437,bare,12,6971,debit,2000
18438,bare,1,6971,debit,2001
18439,bare,2,6971,debit,2001
18440,bare,3,6971,debit,2001
18441,bare,4,6971,debit,2001
18442,bare,5,6971,debit,2001
18443,bare,6,6971,debit,2001
18444,bare,7,6971,debit,2001
18445,bare,8,6971,debit,2001
18446,bare,9,6971,debit,2001
18447,bare,10,6971,debit,2001
18448,bare,11,6971,debit,2001
18449,bare,12,6971,debit,2001
18450,bare,1,6971,debit,2002
18451,bare,2,6971,debit,2002
18452,bare,3,6971,debit,2002
18453,bare,4,6971,debit,2002
18454,bare,5,6971,debit,2002
18455,bare,6,6971,debit,2002
18456,bare,7,6971,debit,2002
18457,bare,8,6971,debit,2002
18458,bare,9,6971,debit,2002
18459,bare,10,6971,debit,2002
18460,bare,11,6971,debit,2002
18461,bare,12,6971,debit,2002
18462,bare,1,6971,debit,2003
18463,bare,2,6971,debit,2003
18464,bare,3,6971,debit,2003
18465,bare,4,6971,debit,2003
18466,bare,5,6971,debit,2003
18467,bare,6,6971,debit,2003
18468,bare,7,6971,debit,2003
18469,bare,8,6971,debit,2003
18470,bare,9,6971,debit,2003
18471,bare,10,6971,debit,2003
18472,bare,11,6971,debit,2003
18473,bare,12,6971,debit,2003
18474,bare,1,6971,debit,2004
18475,bare,2,6971,debit,2004
18476,bare,3,6971,debit,2004
18477,bare,4,6971,debit,2004
18478,bare,5,6971,debit,2004
18479,bare,6,6971,debit,2004
18480,bare,7,6971,debit,2004
18481,bare,8,6971,debit,2004
18482,bare,9,6971,debit,2004
18483,bare,10,6971,debit,2004
18484,bare,11,6971,debit,2004
18485,bare,12,6971,debit,2004
18486,bare,1,6971,debit,2005
18487,bare,2,6971,debit,2005
18488,bare,3,6971,debit,2005
18489,bare,4,6971,debit,2005
18490,bare,5,6971,debit,2005
18491,bare,6,6971,debit,2005
18492,bare,7,6971,debit,2005
18493,bare,8,6971,debit,2005
18494,bare,9,6971,debit,2005
18495,bare,10,6971,debit,2005
18496,bare,11,6971,debit,2005
18497,bare,12,6971,debit,2005
18498,bare,1,6971,debit,2006
18499,bare,2,6971,debit,2006
18500,bare,3,6971,debit,2006
18501,bare,4,6971,debit,2006
18502,bare,5,6971,debit,2006
18503,bare,6,6971,debit,2006
18504,bare,7,6971,debit,2006
18505,bare,8,6971,debit,2006
18506,bare,9,6971,debit,2006
18507,bare,10,6971,debit,2006
18508,bare,11,6971,debit,2006
18509,bare,12,6971,debit,2006
18510,bare,1,6971,debit,2007
18511,bare,2,6971,debit,2007
18512,bare,3,6971,debit,2007
18513,bare,4,6971,debit,2007
18514,bare,5,6971,debit,2007
18515,bare,6,6971,debit,2007
18516,bare,7,6971,debit,2007
18517,bare,8,6971,debit,2007
18518,bare,9,6971,debit,2007
18519,bare,10,6971,debit,2007
18520,bare,11,6971,debit,2007
18521,bare,12,6971,debit,2007
18522,bare,1,6971,debit,2008
18523,bare,2,6971,debit,2008
18524,bare,3,6971,debit,2008
18525,bare,4,6971,debit,2008
18526,bare,5,6971,debit,2008
18527,bare,6,6971,debit,2008
18528,bare,7,6971,debit,2008
18529,bare,8,6971,debit,2008
18530,bare,9,6971,debit,2008
18531,bare,10,6971,debit,2008
18532,bare,11,6971,debit,2008
18533,bare,12,6971,debit,2008
18534,bare,1,6971,debit,2009
18535,bare,2,6971,debit,2009
18536,bare,3,6971,debit,2009
18537,bare,4,6971,debit,2009
18538,bare,5,6971,debit,2009
18539,bare,6,6971,debit,2009
18540,bare,7,6971,debit,2009
18541,bare,8,6971,debit,2009
18542,bare,9,6971,debit,2009
18543,bare,10,6971,debit,2009
18544,bare,11,6971,debit,2009
18545,bare,12,6971,debit,2009
18546,bare,1,6971,debit,2010
18547,bare,2,6971,debit,2010
18548,bare,3,6971,debit,2010
18549,bare,4,6971,debit,2010
18550,bare,5,6971,debit,2010
18551,bare,6,6971,debit,2010
18552,bare,7,6971,debit,2010
18553,bare,8,6971,debit,2010
18554,bare,9,6971,debit,2010
18555,bare,10,6971,debit,2010
18556,bare,11,6971,debit,2010
18557,bare,12,6971,debit,2010
18558,bare,1,6971,debit,2011
18559,bare,2,6971,debit,2011
18560,bare,3,6971,debit,2011
18561,bare,4,6971,debit,2011
18562,bare,5,6971,debit,2011
18563,bare,6,6971,debit,2011
18564,bare,7,6971,debit,2011
18565,bare,8,6971,debit,2011
18566,bare,9,6971,debit,2011
18567,bare,10,6971,debit,2011
18568,bare,11,6971,debit,2011
18569,bare,12,6971,debit,2011
18570,bare,1,6971,debit,2012
18571,bare,2,6971,debit,2012
18572,bare,3,6971,debit,2012
18573,bare,4,6971,debit,2012
18574,bare,5,6971,debit,2012
18575,bare,6,6971,debit,2012
18576,bare,7,6971,debit,2012
18577,bare,8,6971,debit,2012
18578,bare,9,6971,debit,2012
18579,bare,10,6971,debit,2012
18580,bare,11,6971,debit,2012
18581,bare,12,6971,debit,2012
18582,bare,1,6971,debit,2013
18583,bare,2,6971,debit,2013
18584,bare,3,6971,debit,2013
18585,bare,4,6971,debit,2013
18586,bare,5,6971,debit,2013
18587,bare,6,6971,debit,2013
18588,bare,7,6971,debit,2013
18589,bare,8,6971,debit,2013
18590,bare,9,6971,debit,2013
18591,bare,10,6971,debit,2013
18592,bare,11,6971,debit,2013
18593,bare,12,6971,debit,2013
18594,bare,1,6971,debit,2014
18595,bare,2,6971,debit,2014
18596,bare,3,6971,debit,2014
18597,bare,4,6971,debit,2014
18598,bare,5,6971,debit,2014
18599,bare,6,6971,debit,2014
18600,bare,7,6971,debit,2014
18601,bare,8,6971,debit,2014
18602,bare,9,6971,debit,2014
18603,bare,10,6971,debit,2014
18604,bare,11,6971,debit,2014
18605,bare,12,6971,debit,2014
18606,bare,1,6971,debit,2015
18607,bare,2,6971,debit,2015
18608,bare,3,6971,debit,2015
18609,bare,4,6971,debit,2015
18610,bare,5,6971,debit,2015
18611,bare,6,6971,debit,2015
18612,bare,7,6971,debit,2015
18613,bare,8,6971,debit,2015
18614,bare,9,6971,debit,2015
18615,bare,10,6971,debit,2015
18616,bare,11,6971,debit,2015
18617,bare,12,6971,debit,2015
18618,bare,1,6971,debit,2016
18619,bare,2,6971,debit,2016
18620,bare,3,6971,debit,2016
18621,bare,4,6971,debit,2016
18622,bare,5,6971,debit,2016
18623,bare,6,6971,debit,2016
18624,bare,7,6971,debit,2016
18625,bare,8,6971,debit,2016
18626,bare,9,6971,debit,2016
18627,bare,10,6971,debit,2016
18628,bare,11,6971,debit,2016
18629,bare,12,6971,debit,2016
18630,bare,1,6971,debit,2017
18631,bare,2,6971,debit,2017
18632,bare,3,6971,debit,2017
18633,bare,4,6971,debit,2017
18634,bare,5,6971,debit,2017
18635,bare,6,6971,debit,2017
18636,bare,7,6971,debit,2017
18637,bare,8,6971,debit,2017
18638,bare,9,6971,debit,2017
18639,bare,10,6971,debit,2017
18640,bare,11,6971,debit,2017
18641,bare,12,6971,debit,2017
18642,bare,1,6971,debit,2018
18643,bare,2,6971,debit,2018
18644,bare,3,6971,debit,2018
18645,bare,4,6971,debit,2018
18646,bare,5,6971,debit,2018
18647,bare,6,6971,debit,2018
18648,bare,7,6971,debit,2018
18649,bare,8,6971,debit,2018
18650,bare,9,6971,debit,2018
18651,bare,10,6971,debit,2018
18652,bare,11,6971,debit,2018
18653,bare,12,6971,debit,2018
18654,bare,1,6971,debit,2019
18655,bare,2,6971,debit,2019
18656,bare,3,6971,debit,2019
18657,bare,4,6971,debit,2019
18658,bare,5,6971,debit,2019
18659,bare,6,6971,debit,2019
18660,bare,1,6981,debit,1998
18661,bare,2,6981,debit,1998
18662,bare,3,6981,debit,1998
18663,bare,4,6981,debit,1998
18664,bare,5,6981,debit,1998
18665,bare,6,6981,debit,1998
18666,bare,7,6981,debit,1998
18667,bare,8,6981,debit,1998
18668,bare,9,6981,debit,1998
18669,bare,10,6981,debit,1998
18670,bare,11,6981,debit,1998
18671,bare,12,6981,debit,1998
18672,bare,1,6981,debit,1999
18673,bare,2,6981,debit,1999
18674,bare,3,6981,debit,1999
18675,bare,4,6981,debit,1999
18676,bare,5,6981,debit,1999
18677,bare,6,6981,debit,1999
18678,bare,7,6981,debit,1999
18679,bare,8,6981,debit,1999
18680,bare,9,6981,debit,1999
18681,bare,10,6981,debit,1999
18682,bare,11,6981,debit,1999
18683,bare,12,6981,debit,1999
18684,bare,1,6981,debit,2000
18685,bare,2,6981,debit,2000
18686,bare,3,6981,debit,2000
18687,bare,4,6981,debit,2000
18688,bare,5,6981,debit,2000
18689,bare,6,6981,debit,2000
18690,bare,7,6981,debit,2000
18691,bare,8,6981,debit,2000
18692,bare,9,6981,debit,2000
18693,bare,10,6981,debit,2000
18694,bare,11,6981,debit,2000
18695,bare,12,6981,debit,2000
18696,bare,1,6981,debit,2001
18697,bare,2,6981,debit,2001
18698,bare,3,6981,debit,2001
18699,bare,4,6981,debit,2001
18700,bare,5,6981,debit,2001
18701,bare,6,6981,debit,2001
18702,bare,7,6981,debit,2001
18703,bare,8,6981,debit,2001
18704,bare,9,6981,debit,2001
18705,bare,10,6981,debit,2001
18706,bare,11,6981,debit,2001
18707,bare,12,6981,debit,2001
18708,bare,1,6981,debit,2002
18709,bare,2,6981,debit,2002
18710,bare,3,6981,debit,2002
18711,bare,4,6981,debit,2002
18712,bare,5,6981,debit,2002
18713,bare,6,6981,debit,2002
18714,bare,7,6981,debit,2002
18715,bare,8,6981,debit,2002
18716,bare,9,6981,debit,2002
18717,bare,10,6981,debit,2002
18718,bare,11,6981,debit,2002
18719,bare,12,6981,debit,2002
18720,bare,1,6981,debit,2003
18721,bare,2,6981,debit,2003
18722,bare,3,6981,debit,2003
18723,bare,4,6981,debit,2003
18724,bare,5,6981,debit,2003
18725,bare,6,6981,debit,2003
18726,bare,7,6981,debit,2003
18727,bare,8,6981,debit,2003
18728,bare,9,6981,debit,2003
18729,bare,10,6981,debit,2003
18730,bare,11,6981,debit,2003
18731,bare,12,6981,debit,2003
18732,bare,1,6981,debit,2004
18733,bare,2,6981,debit,2004
18734,bare,3,6981,debit,2004
18735,bare,4,6981,debit,2004
18736,bare,5,6981,debit,2004
18737,bare,6,6981,debit,2004
18738,bare,7,6981,debit,2004
18739,bare,8,6981,debit,2004
18740,bare,9,6981,debit,2004
18741,bare,10,6981,debit,2004
18742,bare,11,6981,debit,2004
18743,bare,12,6981,debit,2004
18744,bare,1,6981,debit,2005
18745,bare,2,6981,debit,2005
18746,bare,3,6981,debit,2005
18747,bare,4,6981,debit,2005
18748,bare,5,6981,debit,2005
18749,bare,6,6981,debit,2005
18750,bare,7,6981,debit,2005
18751,bare,8,6981,debit,2005
18752,bare,9,6981,debit,2005
18753,bare,10,6981,debit,2005
18754,bare,11,6981,debit,2005
18755,bare,12,6981,debit,2005
18756,bare,1,6981,debit,2006
18757,bare,2,6981,debit,2006
18758,bare,3,6981,debit,2006
18759,bare,4,6981,debit,2006
18760,bare,5,6981,debit,2006
18761,bare,6,6981,debit,2006
18762,bare,7,6981,debit,2006
18763,bare,8,6981,debit,2006
18764,bare,9,6981,debit,2006
18765,bare,10,6981,debit,2006
18766,bare,11,6981,debit,2006
18767,bare,12,6981,debit,2006
18768,bare,1,6981,debit,2007
18769,bare,2,6981,debit,2007
18770,bare,3,6981,debit,2007
18771,bare,4,6981,debit,2007
18772,bare,5,6981,debit,2007
18773,bare,6,6981,debit,2007
18774,bare,7,6981,debit,2007
18775,bare,8,6981,debit,2007
18776,bare,9,6981,debit,2007
18777,bare,10,6981,debit,2007
18778,bare,11,6981,debit,2007
18779,bare,12,6981,debit,2007
18780,bare,1,6981,debit,2008
18781,bare,2,6981,debit,2008
18782,bare,3,6981,debit,2008
18783,bare,4,6981,debit,2008
18784,bare,5,6981,debit,2008
18785,bare,6,6981,debit,2008
18786,bare,7,6981,debit,2008
18787,bare,8,6981,debit,2008
18788,bare,9,6981,debit,2008
18789,bare,10,6981,debit,2008
18790,bare,11,6981,debit,2008
18791,bare,12,6981,debit,2008
18792,bare,1,6981,debit,2009
18793,bare,2,6981,debit,2009
18794,bare,3,6981,debit,2009
18795,bare,4,6981,debit,2009
18796,bare,5,6981,debit,2009
18797,bare,6,6981,debit,2009
18798,bare,7,6981,debit,2009
18799,bare,8,6981,debit,2009
18800,bare,9,6981,debit,2009
18801,bare,10,6981,debit,2009
18802,bare,11,6981,debit,2009
18803,bare,12,6981,debit,2009
18804,bare,1,6981,debit,2010
18805,bare,2,6981,debit,2010
18806,bare,3,6981,debit,2010
18807,bare,4,6981,debit,2010
18808,bare,5,6981,debit,2010
18809,bare,6,6981,debit,2010
18810,bare,7,6981,debit,2010
18811,bare,8,6981,debit,2010
18812,bare,9,6981,debit,2010
18813,bare,10,6981,debit,2010
18814,bare,11,6981,debit,2010
18815,bare,12,6981,debit,2010
18816,bare,1,6981,debit,2011
18817,bare,2,6981,debit,2011
18818,bare,3,6981,debit,2011
18819,bare,4,6981,debit,2011
18820,bare,5,6981,debit,2011
18821,bare,6,6981,debit,2011
18822,bare,7,6981,debit,2011
18823,bare,8,6981,debit,2011
18824,bare,9,6981,debit,2011
18825,bare,10,6981,debit,2011
18826,bare,11,6981,debit,2011
18827,bare,12,6981,debit,2011
18828,bare,1,6981,debit,2012
18829,bare,2,6981,debit,2012
18830,bare,3,6981,debit,2012
18831,bare,4,6981,debit,2012
18832,bare,5,6981,debit,2012
18833,bare,6,6981,debit,2012
18834,bare,7,6981,debit,2012
18835,bare,8,6981,debit,2012
18836,bare,9,6981,debit,2012
18837,bare,10,6981,debit,2012
18838,bare,11,6981,debit,2012
18839,bare,12,6981,debit,2012
18840,bare,1,6981,debit,2013
18841,bare,2,6981,debit,2013
18842,bare,3,6981,debit,2013
18843,bare,4,6981,debit,2013
18844,bare,5,6981,debit,2013
18845,bare,6,6981,debit,2013
18846,bare,7,6981,debit,2013
18847,bare,8,6981,debit,2013
18848,bare,9,6981,debit,2013
18849,bare,10,6981,debit,2013
18850,bare,11,6981,debit,2013
18851,bare,12,6981,debit,2013
18852,bare,1,6981,debit,2014
18853,bare,2,6981,debit,2014
18854,bare,3,6981,debit,2014
18855,bare,4,6981,debit,2014
18856,bare,5,6981,debit,2014
18857,bare,6,6981,debit,2014
18858,bare,7,6981,debit,2014
18859,bare,8,6981,debit,2014
18860,bare,9,6981,debit,2014
18861,bare,10,6981,debit,2014
18862,bare,11,6981,debit,2014
18863,bare,12,6981,debit,2014
18864,bare,1,6981,debit,2015
18865,bare,2,6981,debit,2015
18866,bare,3,6981,debit,2015
18867,bare,4,6981,debit,2015
18868,bare,5,6981,debit,2015
18869,bare,6,6981,debit,2015
18870,bare,7,6981,debit,2015
18871,bare,8,6981,debit,2015
18872,bare,9,6981,debit,2015
18873,bare,10,6981,debit,2015
18874,bare,11,6981,debit,2015
18875,bare,12,6981,debit,2015
18876,bare,1,6981,debit,2016
18877,bare,2,6981,debit,2016
18878,bare,3,6981,debit,2016
18879,bare,4,6981,debit,2016
18880,bare,5,6981,debit,2016
18881,bare,6,6981,debit,2016
18882,bare,7,6981,debit,2016
18883,bare,8,6981,debit,2016
18884,bare,9,6981,debit,2016
18885,bare,10,6981,debit,2016
18886,bare,11,6981,debit,2016
18887,bare,12,6981,debit,2016
18888,bare,1,6981,debit,2017
18889,bare,2,6981,debit,2017
18890,bare,3,6981,debit,2017
18891,bare,4,6981,debit,2017
18892,bare,5,6981,debit,2017
18893,bare,6,6981,debit,2017
18894,bare,7,6981,debit,2017
18895,bare,8,6981,debit,2017
18896,bare,9,6981,debit,2017
18897,bare,10,6981,debit,2017
18898,bare,11,6981,debit,2017
18899,bare,12,6981,debit,2017
18900,bare,1,6981,debit,2018
18901,bare,2,6981,debit,2018
18902,bare,3,6981,debit,2018
18903,bare,4,6981,debit,2018
18904,bare,5,6981,debit,2018
18905,bare,6,6981,debit,2018
18906,bare,7,6981,debit,2018
18907,bare,8,6981,debit,2018
18908,bare,9,6981,debit,2018
18909,bare,10,6981,debit,2018
18910,bare,11,6981,debit,2018
18911,bare,12,6981,debit,2018
18912,bare,1,6981,debit,2019
18913,bare,2,6981,debit,2019
18914,bare,3,6981,debit,2019
18915,bare,4,6981,debit,2019
18916,bare,5,6981,debit,2019
18917,bare,6,6981,debit,2019
18918,bare,1,6991,debit,2001
18919,bare,2,6991,debit,2001
18920,bare,3,6991,debit,2001
18921,bare,4,6991,debit,2001
18922,bare,5,6991,debit,2001
18923,bare,6,6991,debit,2001
18924,bare,7,6991,debit,2001
18925,bare,8,6991,debit,2001
18926,bare,9,6991,debit,2001
18927,bare,10,6991,debit,2001
18928,bare,11,6991,debit,2001
18929,bare,12,6991,debit,2001
18930,bare,1,6991,debit,2002
18931,bare,2,6991,debit,2002
18932,bare,3,6991,debit,2002
18933,bare,4,6991,debit,2002
18934,bare,5,6991,debit,2002
18935,bare,6,6991,debit,2002
18936,bare,7,6991,debit,2002
18937,bare,8,6991,debit,2002
18938,bare,9,6991,debit,2002
18939,bare,10,6991,debit,2002
18940,bare,11,6991,debit,2002
18941,bare,12,6991,debit,2002
18942,bare,1,6991,debit,2003
18943,bare,2,6991,debit,2003
18944,bare,3,6991,debit,2003
18945,bare,4,6991,debit,2003
18946,bare,5,6991,debit,2003
18947,bare,6,6991,debit,2003
18948,bare,7,6991,debit,2003
18949,bare,8,6991,debit,2003
18950,bare,9,6991,debit,2003
18951,bare,10,6991,debit,2003
18952,bare,11,6991,debit,2003
18953,bare,12,6991,debit,2003
18954,bare,1,6991,debit,2004
18955,bare,2,6991,debit,2004
18956,bare,3,6991,debit,2004
18957,bare,4,6991,debit,2004
18958,bare,5,6991,debit,2004
18959,bare,6,6991,debit,2004
18960,bare,7,6991,debit,2004
18961,bare,8,6991,debit,2004
18962,bare,9,6991,debit,2004
18963,bare,10,6991,debit,2004
18964,bare,11,6991,debit,2004
18965,bare,12,6991,debit,2004
18966,bare,1,6991,debit,2005
18967,bare,2,6991,debit,2005
18968,bare,3,6991,debit,2005
18969,bare,4,6991,debit,2005
18970,bare,5,6991,debit,2005
18971,bare,6,6991,debit,2005
18972,bare,7,6991,debit,2005
18973,bare,8,6991,debit,2005
18974,bare,9,6991,debit,2005
18975,bare,10,6991,debit,2005
18976,bare,11,6991,debit,2005
18977,bare,12,6991,debit,2005
18978,bare,1,6991,debit,2006
18979,bare,2,6991,debit,2006
18980,bare,3,6991,debit,2006
18981,bare,4,6991,debit,2006
18982,bare,5,6991,debit,2006
18983,bare,6,6991,debit,2006
18984,bare,7,6991,debit,2006
18985,bare,8,6991,debit,2006
18986,bare,9,6991,debit,2006
18987,bare,10,6991,debit,2006
18988,bare,11,6991,debit,2006
18989,bare,12,6991,debit,2006
18990,bare,1,6991,debit,2007
18991,bare,2,6991,debit,2007
18992,bare,3,6991,debit,2007
18993,bare,4,6991,debit,2007
18994,bare,5,6991,debit,2007
18995,bare,6,6991,debit,2007
18996,bare,7,6991,debit,2007
18997,bare,8,6991,debit,2007
18998,bare,9,6991,debit,2007
18999,bare,10,6991,debit,2007
19000,bare,11,6991,debit,2007
19001,bare,12,6991,debit,2007
19002,bare,1,6991,debit,2008
19003,bare,2,6991,debit,2008
19004,bare,3,6991,debit,2008
19005,bare,4,6991,debit,2008
19006,bare,5,6991,debit,2008
19007,bare,6,6991,debit,2008
19008,bare,7,6991,debit,2008
19009,bare,8,6991,debit,2008
19010,bare,9,6991,debit,2008
19011,bare,10,6991,debit,2008
19012,bare,11,6991,debit,2008
19013,bare,12,6991,debit,2008
19014,bare,1,6991,debit,2009
19015,bare,2,6991,debit,2009
19016,bare,3,6991,debit,2009
19017,bare,4,6991,debit,2009
19018,bare,5,6991,debit,2009
19019,bare,6,6991,debit,2009
19020,bare,7,6991,debit,2009
19021,bare,8,6991,debit,2009
19022,bare,9,6991,debit,2009
19023,bare,10,6991,debit,2009
19024,bare,11,6991,debit,2009
19025,bare,12,6991,debit,2009
19026,bare,1,6991,debit,2010
19027,bare,2,6991,debit,2010
19028,bare,3,6991,debit,2010
19029,bare,4,6991,debit,2010
19030,bare,5,6991,debit,2010
19031,bare,6,6991,debit,2010
19032,bare,7,6991,debit,2010
19033,bare,8,6991,debit,2010
19034,bare,9,6991,debit,2010
19035,bare,10,6991,debit,2010
19036,bare,11,6991,debit,2010
19037,bare,12,6991,debit,2010
19038,bare,1,6991,debit,2011
19039,bare,2,6991,debit,2011
19040,bare,3,6991,debit,2011
19041,bare,4,6991,debit,2011
19042,bare,5,6991,debit,2011
19043,bare,6,6991,debit,2011
19044,bare,7,6991,debit,2011
19045,bare,8,6991,debit,2011
19046,bare,9,6991,debit,2011
19047,bare,10,6991,debit,2011
19048,bare,11,6991,debit,2011
19049,bare,12,6991,debit,2011
19050,bare,1,6991,debit,2012
19051,bare,2,6991,debit,2012
19052,bare,3,6991,debit,2012
19053,bare,4,6991,debit,2012
19054,bare,5,6991,debit,2012
19055,bare,6,6991,debit,2012
19056,bare,7,6991,debit,2012
19057,bare,8,6991,debit,2012
19058,bare,9,6991,debit,2012
19059,bare,10,6991,debit,2012
19060,bare,11,6991,debit,2012
19061,bare,12,6991,debit,2012
19062,bare,1,6991,debit,2013
19063,bare,2,6991,debit,2013
19064,bare,3,6991,debit,2013
19065,bare,4,6991,debit,2013
19066,bare,5,6991,debit,2013
19067,bare,6,6991,debit,2013
19068,bare,7,6991,debit,2013
19069,bare,8,6991,debit,2013
19070,bare,9,6991,debit,2013
19071,bare,10,6991,debit,2013
19072,bare,11,6991,debit,2013
19073,bare,12,6991,debit,2013
19074,bare,1,6991,debit,2014
19075,bare,2,6991,debit,2014
19076,bare,3,6991,debit,2014
19077,bare,4,6991,debit,2014
19078,bare,5,6991,debit,2014
19079,bare,6,6991,debit,2014
19080,bare,7,6991,debit,2014
19081,bare,8,6991,debit,2014
19082,bare,9,6991,debit,2014
19083,bare,10,6991,debit,2014
19084,bare,11,6991,debit,2014
19085,bare,12,6991,debit,2014
19086,bare,1,6991,debit,2015
19087,bare,2,6991,debit,2015
19088,bare,3,6991,debit,2015
19089,bare,4,6991,debit,2015
19090,bare,5,6991,debit,2015
19091,bare,6,6991,debit,2015
19092,bare,7,6991,debit,2015
19093,bare,8,6991,debit,2015
19094,bare,9,6991,debit,2015
19095,bare,10,6991,debit,2015
19096,bare,11,6991,debit,2015
19097,bare,12,6991,debit,2015
19098,bare,1,6991,debit,2016
19099,bare,2,6991,debit,2016
19100,bare,3,6991,debit,2016
19101,bare,4,6991,debit,2016
19102,bare,5,6991,debit,2016
19103,bare,6,6991,debit,2016
19104,bare,7,6991,debit,2016
19105,bare,8,6991,debit,2016
19106,bare,9,6991,debit,2016
19107,bare,10,6991,debit,2016
19108,bare,11,6991,debit,2016
19109,bare,12,6991,debit,2016
19110,bare,1,6991,debit,2017
19111,bare,2,6991,debit,2017
19112,bare,3,6991,debit,2017
19113,bare,4,6991,debit,2017
19114,bare,5,6991,debit,2017
19115,bare,6,6991,debit,2017
19116,bare,7,6991,debit,2017
19117,bare,8,6991,debit,2017
19118,bare,9,6991,debit,2017
19119,bare,10,6991,debit,2017
19120,bare,11,6991,debit,2017
19121,bare,12,6991,debit,2017
19122,bare,1,6991,debit,2018
19123,bare,2,6991,debit,2018
19124,bare,3,6991,debit,2018
19125,bare,4,6991,debit,2018
19126,bare,5,6991,debit,2018
19127,bare,6,6991,debit,2018
19128,bare,7,6991,debit,2018
19129,bare,8,6991,debit,2018
19130,bare,9,6991,debit,2018
19131,bare,10,6991,debit,2018
19132,bare,11,6991,debit,2018
19133,bare,12,6991,debit,2018
19134,bare,1,6991,debit,2019
19135,bare,2,6991,debit,2019
19136,bare,3,6991,debit,2019
19137,bare,4,6991,debit,2019
19138,bare,5,6991,debit,2019
19139,bare,6,6991,debit,2019
19140,bare,1,7132,debit,1996
19141,bare,2,7132,debit,1996
19142,bare,3,7132,debit,1996
19143,bare,4,7132,debit,1996
19144,bare,5,7132,debit,1996
19145,bare,6,7132,debit,1996
19146,bare,7,7132,debit,1996
19147,bare,8,7132,debit,1996
19148,bare,9,7132,debit,1996
19149,bare,10,7132,debit,1996
19150,bare,11,7132,debit,1996
19151,bare,12,7132,debit,1996
19152,bare,1,7132,debit,1997
19153,bare,2,7132,debit,1997
19154,bare,3,7132,debit,1997
19155,bare,4,7132,debit,1997
19156,bare,5,7132,debit,1997
19157,bare,6,7132,debit,1997
19158,bare,7,7132,debit,1997
19159,bare,8,7132,debit,1997
19160,bare,9,7132,debit,1997
19161,bare,10,7132,debit,1997
19162,bare,11,7132,debit,1997
19163,bare,12,7132,debit,1997
19164,bare,1,7132,debit,1998
19165,bare,2,7132,debit,1998
19166,bare,3,7132,debit,1998
19167,bare,4,7132,debit,1998
19168,bare,5,7132,debit,1998
19169,bare,6,7132,debit,1998
19170,bare,7,7132,debit,1998
19171,bare,8,7132,debit,1998
19172,bare,9,7132,debit,1998
19173,bare,10,7132,debit,1998
19174,bare,11,7132,debit,1998
19175,bare,12,7132,debit,1998
19176,bare,1,7132,debit,1999
19177,bare,2,7132,debit,1999
19178,bare,3,7132,debit,1999
19179,bare,4,7132,debit,1999
19180,bare,5,7132,debit,1999
19181,bare,6,7132,debit,1999
